Timestamp,joint_vel_0,joint_vel_1,joint_vel_2,joint_vel_3,joint_vel_4,joint_vel_5
322.741,0,0,0,0,0,0
322.741,-0.0314821,-0.0343395,0.0450593,0.0724721,-0.113848,-0.0315287
322.841,-0.0314821,-0.0343395,0.0450593,0.0724721,-0.113848,-0.0315287
322.841,-0.0314821,-0.0343395,0.0450593,0.0724721,-0.113848,-0.0315287
322.841,-0.0313816,-0.0321116,0.0363366,0.0775888,-0.113398,-0.0297497
322.841,-0.0303803,-0.0311955,0.0298088,0.0818512,-0.110404,-0.0295047
322.941,-0.0281206,-0.0299507,0.027125,0.0809771,-0.108559,-0.0267379
322.941,-0.0277085,-0.0294151,0.0247989,0.0825856,-0.108693,-0.0260662
322.941,-0.0230089,-0.0259532,0.0106292,0.0900485,-0.10401,-0.0222282
323.041,-0.0250031,-0.0259482,0.00969539,0.0889381,-0.101731,-0.0229711
323.041,-0.0221949,-0.0237507,0.00372182,0.0908579,-0.0993696,-0.0210259
323.041,-0.0226968,-0.0221533,-0.00315304,0.0937974,-0.097132,-0.0192047
323.141,-0.0210373,-0.021371,-0.00684817,0.0952857,-0.0945605,-0.0189471
323.141,-0.0202142,-0.0201748,-0.0125298,0.0979893,-0.0920917,-0.0174488
323.141,-0.0188964,-0.0191851,-0.0161584,0.0985193,-0.0899493,-0.0159853
323.241,-0.0189119,-0.0180174,-0.0197504,0.0993781,-0.0878036,-0.015349
323.241,-0.0179138,-0.0171872,-0.0236516,0.100681,-0.0853735,-0.0142279
323.241,-0.0149208,-0.0158488,-0.0273819,0.101724,-0.0831335,-0.012722
323.341,-0.0163266,-0.014934,-0.0297008,0.101483,-0.0809983,-0.012964
323.341,-0.0171994,-0.0137751,-0.0343036,0.103059,-0.079243,-0.0121847
323.341,-0.0139048,-0.0130231,-0.0373394,0.103995,-0.0768593,-0.0103913
323.441,-0.0146487,-0.0126277,-0.0377103,0.102496,-0.0747446,-0.0105376
323.441,-0.013083,-0.0113131,-0.0415274,0.103309,-0.0733038,-0.00843958
323.441,-0.0127848,-0.0108669,-0.0423587,0.103653,-0.073338,-0.00798888
323.541,-0.0155656,-0.0106684,-0.0432967,0.101471,-0.0692497,-0.00917862
323.541,-0.011518,-0.0100123,-0.0466174,0.10343,-0.0670567,-0.00728002
323.541,-0.0103455,-0.00838592,-0.0498615,0.103701,-0.0650813,-0.00660992
323.641,-0.0097075,-0.00825963,-0.0486171,0.100644,-0.0632099,-0.00599439
323.641,-0.0117618,-0.00768621,-0.0516882,0.102377,-0.061497,-0.00576522
323.641,-0.0101147,-0.00720017,-0.0517716,0.1005,-0.0597008,-0.0058034
323.741,-0.00860641,-0.00610183,-0.0544085,0.101303,-0.0580142,-0.00539579
323.741,-0.00839257,-0.00623068,-0.0538872,0.0995789,-0.0564696,-0.00464945
323.741,-0.0092942,-0.00532416,-0.0561432,0.0996918,-0.0547267,-0.00500123
323.841,-0.00790651,-0.00471712,-0.057906,0.099454,-0.0530648,-0.00422849
323.841,-0.00400792,-0.00426886,-0.0601917,0.100778,-0.0510557,-0.00255103
323.841,-0.00712255,-0.00366527,-0.0587997,0.0972213,-0.0500078,-0.00348572
323.941,-0.00725965,-0.00342932,-0.0583555,0.0957291,-0.0486465,-0.00363091
323.941,-0.00674656,-0.0036253,-0.0584405,0.0955291,-0.047568,-0.00254815
323.941,-0.00671904,-0.00295462,-0.0582603,0.0931331,-0.0462005,-0.00316231
324.041,-0.00710223,-0.00228236,-0.0592675,0.0926843,-0.0446837,-0.00300476
324.041,-0.00826025,-0.00219912,-0.0590331,0.0913026,-0.0438493,-0.00307561
324.041,-0.00473681,-0.00160979,-0.0597268,0.0909208,-0.0420673,-0.00240012
324.141,-0.00485008,-0.00142319,-0.0591156,0.0892956,-0.0407065,-0.00255121
324.141,-0.00633415,-0.00199227,-0.0572647,0.0867365,-0.0398427,-0.00240762
324.141,-0.00744307,-0.0015044,-0.0580705,0.0860561,-0.0390029,-0.00185663
324.241,-0.00722115,-0.000715238,-0.0588475,0.0854322,-0.0376775,-0.00222694
324.241,-0.00310334,-0.000712458,-0.0616172,0.0875712,-0.0356301,-0.00103929
324.241,-0.00511867,0.000134608,-0.0587115,0.0832319,-0.0352142,-0.00191596
324.341,-0.0040609,0.000393517,-0.0586616,0.0823784,-0.034381,-0.00147283
324.341,-0.00222902,-0.000293192,-0.0600494,0.083447,-0.0326522,-0.000883001
324.341,-0.000136188,0.000184017,-0.0587809,0.0816693,-0.0314574,-0.00108472
324.441,-0.00479056,0.000992142,-0.0574371,0.078131,-0.0316146,-0.00179434
324.441,-0.00366089,0.00102737,-0.0572929,0.0775162,-0.0304939,-0.00128281
324.441,-0.00762024,-0.000934292,-0.0550257,0.0761121,-0.0294136,-0.000646941
324.541,-0.00399448,0.000757698,-0.0559781,0.0749486,-0.0285749,-0.00115598
324.541,-0.0051685,0.000928785,-0.0535733,0.0720056,-0.0278572,-0.0017499
324.541,-0.00504639,0.000324074,-0.0527454,0.0712956,-0.0267368,-0.00107923
324.641,-0.00472721,0.000855201,-0.0543211,0.07151,-0.0258325,-0.000837481
324.641,-0.00328331,0.00168567,-0.0533842,0.069277,-0.0253341,-0.000622381
324.641,-0.00119897,0.00204545,-0.0541543,0.0697231,-0.0242485,-0.000884723
324.741,-0.00367062,0.0015274,-0.0524253,0.0677131,-0.0236118,-0.00105886
324.741,-0.0028653,0.00171056,-0.0527023,0.0669428,-0.0228531,-0.000937914
324.741,-0.00279553,0.00186239,-0.0528985,0.0669939,-0.0228492,-0.000856312
324.841,-0.00598465,0.00136713,-0.0493,0.0627562,-0.0220889,-0.00177171
324.841,-0.00198397,0.0024805,-0.0516132,0.0640451,-0.02079,-0.000746628
324.841,-0.0031877,0.00198441,-0.0497327,0.0619888,-0.020504,-0.000827017
324.941,-0.00354818,0.0015338,-0.0481416,0.0600392,-0.0197505,-0.00126767
324.941,-0.00252952,0.00307394,-0.0513005,0.0620643,-0.0194533,-0.000203005
324.941,-0.00247426,0.00319888,-0.0514589,0.0621035,-0.01945,-0.000139444
325.041,-0.00349322,0.00138074,-0.0464995,0.0582373,-0.017712,-2.86986e-05
325.041,-0.00186203,0.00244782,-0.0461704,0.0560447,-0.017238,-0.000895475
325.041,-0.00308633,0.00148355,-0.0450685,0.0552055,-0.0166651,-0.000392169
325.141,-0.00326478,0.00186715,-0.0447197,0.0541904,-0.0161655,-0.00119408
325.141,-0.00229066,0.00279425,-0.0446917,0.0529575,-0.0157471,-0.000861012
325.141,-0.00210153,0.00228267,-0.0446616,0.0532149,-0.0153034,-0.000695886
325.241,-0.00455408,0.00167595,-0.0427826,0.0511478,-0.0146763,-0.000808345
325.241,-0.00366481,0.00172326,-0.042026,0.0502702,-0.0142261,-0.00173966
325.241,-0.00321323,0.00158288,-0.0399531,0.0479612,-0.0139726,-0.00133435
325.341,-0.00083279,0.00386153,-0.0462097,0.0526234,-0.0125593,-0.00129717
325.341,-0.00284634,0.00219412,-0.0415236,0.0480984,-0.0130548,-0.00106892
325.341,-0.00309278,0.00178841,-0.0389957,0.0459698,-0.0126185,-0.00130746
325.441,-0.00134178,0.00271769,-0.0401069,0.045866,-0.0119124,-0.000821843
325.441,-0.00146234,0.00295325,-0.0412184,0.0469322,-0.0120583,-0.000307111
325.441,-0.00330417,0.00214151,-0.0359537,0.0414834,-0.0117385,-0.0016453
325.541,-0.00195454,0.00193081,-0.0369043,0.0427983,-0.0108949,-0.000897087
325.541,-0.00206082,0.00229888,-0.0365423,0.0417821,-0.0104041,-0.00164577
325.541,-0.00308506,0.00140141,-0.0339689,0.0395859,-0.0104312,-0.00150417
325.641,-0.00305441,0.00126049,-0.0342026,0.0396072,-0.0097214,-0.000297046
325.641,-0.00385732,0.000820627,-0.0339218,0.0397423,-0.00972362,0.000129853
325.641,-0.0037868,0.0014637,-0.0338426,0.0386418,-0.00950889,-0.0016788
325.741,0.00035315,0.00233964,-0.0372751,0.0411445,-0.00818504,-0.00125503
325.741,-0.00375793,0.00123476,-0.0319078,0.0365029,-0.00864465,-0.00170097
325.741,-0.0037429,0.00128151,-0.0319654,0.0365154,-0.00864369,-0.00168435
325.841,-0.00299308,0.00223311,-0.031905,0.0352506,-0.00818085,-0.0015874
325.841,0.00165358,0.00177712,-0.0330009,0.036874,-0.00704836,-0.00127688
325.841,0.00166464,0.00181911,-0.0330507,0.0368829,-0.00704777,-0.00126453
325.941,-0.00363769,0.00139079,-0.0307972,0.0344084,-0.00729711,-0.00168238
325.941,-0.00191125,0.00204234,-0.0303187,0.0332482,-0.00687207,-0.00182435
325.941,-0.00190082,0.00207935,-0.0303634,0.0332569,-0.00687154,-0.0018128
326.041,-0.00110087,0.00296543,-0.0321648,0.034461,-0.00611137,-0.00159685
326.041,-0.00515818,0.00228003,-0.0321216,0.0344676,-0.00636043,-0.000773806
326.041,-0.00269884,0.000901271,-0.0269601,0.0299916,-0.00603569,-0.000889308
326.141,-0.00269604,0.000934177,-0.0269979,0.0299959,-0.00603616,-0.000885325
326.141,-0.00280414,0.00122716,-0.0265142,0.0289188,-0.00555481,-0.00164868
326.141,-0.00449273,0.00018963,-0.0257388,0.0291217,-0.00556198,-0.000850394
326.241,0.00299999,0.00155887,-0.025554,0.0280444,-0.00416037,-0.001432
326.241,-0.00322083,-8.02661e-05,-0.0225488,0.0257422,-0.00485642,-0.00150598
326.241,-0.00244411,0.00211768,-0.02852,0.030272,-0.00418542,-0.00187742
326.341,-0.00529314,-0.000269681,-0.0222176,0.0256041,-0.00500195,-0.00106765
326.341,-0.00299302,0.00148196,-0.0232434,0.0243061,-0.00468258,-0.0019774
326.341,-0.00298784,0.00150156,-0.0232671,0.0243102,-0.00468261,-0.00197178
326.441,-0.00236984,0.00173512,-0.0255867,0.0265683,-0.00452571,-0.00133983
326.441,-0.00331273,-0.000224155,-0.0192996,0.0223276,-0.00401812,-0.00100922
326.441,-0.0033082,-0.000206135,-0.0193216,0.0223318,-0.004018,-0.00100432
326.541,-0.00215182,0.00133624,-0.0225157,0.0232961,-0.00351618,-0.00182629
326.541,-0.00214421,0.00135681,-0.022541,0.0233016,-0.00351567,-0.00181838
326.541,-0.0038809,0.000118386,-0.0193877,0.0212386,-0.00337158,-0.00230431
326.641,-0.00405701,-0.000252306,-0.018972,0.021273,-0.00309937,-0.00122047
326.641,-0.00469497,-0.00088837,-0.0175726,0.020308,-0.002961,-0.00125007
326.641,-0.00251069,0.000461526,-0.0176419,0.0188189,-0.00311764,-0.00224503
326.741,-0.00167564,5.35874e-05,-0.0174862,0.0189642,-0.00239694,-0.00143709
326.741,-0.000805793,0.000622466,-0.0179562,0.0188979,-0.00239662,-0.00182453
326.741,-0.00314362,-0.000368236,-0.016348,0.0178087,-0.00225425,-0.00106809
326.841,-0.00299404,0.000891781,-0.0177033,0.0176372,-0.00250295,-0.00220812
326.841,-0.00299018,0.000903178,-0.0177174,0.0176403,-0.0025027,-0.00220419
326.841,-0.00407065,0.000323218,-0.0160181,0.0165804,-0.00250109,-0.00263356
326.941,-0.0031744,0.000362066,-0.0149846,0.0154397,-0.00208432,-0.00238549
326.941,-0.00235999,0.000478297,-0.0162978,0.0166337,-0.00178162,-0.00221061
326.941,-0.00158804,0.000243016,-0.0145618,0.0154664,-0.0018335,-0.0020306
