Timestamp,joint_vel_0,joint_vel_1,joint_vel_2,joint_vel_3,joint_vel_4,joint_vel_5
322.741,0,0,0,0,0,0
322.741,0,0,0,0,0,0
322.741,0.00502863,-0.0336429,0.0174985,0.0661578,-0.0501094,-0.0217366
322.741,0.00503356,-0.0335778,0.0173169,0.0662743,-0.0501095,-0.0217317
322.841,0.00505313,-0.0334923,0.0171081,0.0663725,-0.0501344,-0.0216369
322.841,0.00510933,-0.0330058,0.0157996,0.0671612,-0.0501676,-0.0214808
322.841,0.00514141,-0.0327862,0.0152268,0.06749,-0.0501921,-0.0213737
322.941,0.00515593,-0.0327651,0.0152002,0.0674715,-0.0502163,-0.0212841
322.941,0.00520708,-0.0324019,0.0142542,0.0680228,-0.0502481,-0.0211332
322.941,0.00683022,-0.0320543,0.0134531,0.0684678,-0.0502564,-0.0208687
323.041,0.00829515,-0.0319117,0.0132026,0.0685691,-0.0502617,-0.0206355
323.041,0.0077378,-0.031558,0.0122735,0.0691142,-0.0502947,-0.0205438
323.041,0.00729248,-0.0312753,0.0115325,0.0695467,-0.0503212,-0.0204726
323.141,0.009886,-0.0310785,0.0112489,0.0696546,-0.0502979,-0.0201422
323.141,0.0104857,-0.0306671,0.0102865,0.0701974,-0.0503061,-0.019945
323.141,0.0105832,-0.0303524,0.00953086,0.0706256,-0.0503177,-0.0198271
323.241,0.0111669,-0.0302279,0.00930316,0.0707274,-0.0503189,-0.0196773
323.241,0.0116361,-0.0298104,0.0083453,0.0712622,-0.0503243,-0.0194924
323.241,0.0122899,-0.0294612,0.00757294,0.0716903,-0.0503191,-0.0193286
323.341,0.0132195,-0.0293137,0.00733367,0.071796,-0.0503054,-0.0191518
323.341,0.0147165,-0.0288306,0.00634575,0.072332,-0.0502732,-0.0188889
323.341,0.0136224,-0.0286332,0.00580484,0.072638,-0.0503128,-0.0188669
323.441,0.0142849,-0.0284179,0.00539238,0.0728482,-0.0502995,-0.0187105
323.441,0.0143816,-0.0279962,0.00444475,0.0733704,-0.0503051,-0.0185562
323.441,0.0153824,-0.0276056,0.00366206,0.0737921,-0.0502753,-0.018372
323.541,0.0172615,-0.0273864,0.00339227,0.0739039,-0.0502097,-0.0181324
323.541,0.0179065,-0.0269174,0.00242971,0.0744216,-0.0501841,-0.0179435
323.541,0.0188099,-0.0265151,0.00165427,0.0748265,-0.0501418,-0.0177737
323.641,0.0153831,-0.0228703,-0.00193361,0.0746025,-0.0502737,-0.0178384
323.641,0.013133,-0.0172691,-0.00770994,0.074678,-0.0503822,-0.0177432
323.641,0.00941033,-0.0109333,-0.0139662,0.0744289,-0.0505614,-0.0177502
323.741,0.00352721,-0.00597513,-0.018995,0.0742197,-0.0508541,-0.017888
323.741,0.00588151,-0.00141885,-0.0236302,0.0743888,-0.0507658,-0.0174285
323.741,0.00277097,0.00403581,-0.0288901,0.0740217,-0.0509467,-0.0173777
323.841,0.000430143,0.00500568,-0.0308077,0.0739851,-0.05107,-0.017385
323.841,-0.00284614,0.0043303,-0.0324311,0.0744175,-0.0512461,-0.0173135
323.841,-0.00316224,0.00402751,-0.034294,0.0747976,-0.0512548,-0.0171265
323.941,-0.00613994,0.00308389,-0.0355322,0.074942,-0.0514101,-0.017188
323.941,-0.00812744,0.00251853,-0.0370325,0.0753543,-0.0515336,-0.0170112
323.941,-0.00981849,0.0018226,-0.0382172,0.0756341,-0.0516318,-0.0169161
324.041,-0.012971,0.000654814,-0.0394533,0.075864,-0.0518087,-0.0169358
324.041,-0.0137604,0.00027497,-0.0406649,0.0762511,-0.0518774,-0.016672
324.041,-0.0130136,-0.000145421,-0.0418151,0.0766137,-0.0518321,-0.0164074
324.141,-0.0172331,-0.000877023,-0.0427676,0.0766636,-0.0521012,-0.0164919
324.141,-0.0170684,-0.00152929,-0.0439727,0.0770958,-0.0521005,-0.0161812
324.141,-0.0202193,-0.00147314,-0.0459312,0.0772501,-0.0523038,-0.0160924
324.241,-0.0222001,-0.00231056,-0.0471784,0.077436,-0.0524229,-0.0160328
324.241,-0.0231793,-0.00325447,-0.0475862,0.0778478,-0.0525116,-0.0157519
324.241,-0.0240889,-0.00298423,-0.0497512,0.078098,-0.0525628,-0.0155057
324.341,-0.0236379,-0.00358989,-0.0499994,0.0781943,-0.0525381,-0.0154142
324.341,-0.0253662,-0.00366989,-0.0514164,0.0784995,-0.0526691,-0.0151237
324.341,-0.026545,-0.00414902,-0.0520938,0.0787102,-0.0527555,-0.0149551
324.441,-0.0273767,-0.00441803,-0.0534953,0.0788356,-0.0527967,-0.0148349
324.441,-0.0289226,-0.00440312,-0.0549231,0.0791241,-0.0529143,-0.0145208
324.441,-0.0303668,-0.00420223,-0.0565671,0.0793374,-0.0530106,-0.0142659
324.541,-0.0320374,-0.00495013,-0.0573851,0.0800466,-0.0535416,-0.0143705
324.541,-0.0330086,-0.00473855,-0.0593374,0.080102,-0.0534499,-0.0139753
324.541,-0.0324224,-0.00501906,-0.0595863,0.0802175,-0.0532976,-0.0136383
324.641,-0.0326943,-0.00515031,-0.0596528,0.0800087,-0.0531897,-0.0135251
324.641,-0.0327905,-0.00467997,-0.0613389,0.0799981,-0.0529992,-0.013088
324.641,-0.0286743,-0.00378147,-0.0626983,0.0804185,-0.0528366,-0.00821575
324.741,-0.0239375,-0.00180507,-0.0649647,0.0803731,-0.0516548,-0.00464939
324.741,-0.0238088,-0.00179,-0.0636441,0.0786396,-0.0499747,-0.00448093
324.741,-0.0223134,-0.00109593,-0.0635395,0.0773488,-0.0479972,-0.00411709
324.841,-0.0218039,-0.000974826,-0.0632224,0.0768317,-0.0460984,-0.00415379
324.841,-0.021695,-0.00102521,-0.0611799,0.0741909,-0.0445727,-0.00344227
324.841,-0.0210679,-0.000503349,-0.0626596,0.0749293,-0.0427745,-0.00397957
324.941,-0.0210153,-0.000354608,-0.0628438,0.0749398,-0.0427794,-0.00391127
324.941,-0.0212866,-0.000787298,-0.0584441,0.070396,-0.0399049,-0.0035301
324.941,-0.0192919,-0.000615539,-0.0581601,0.0697682,-0.0381406,-0.00328234
325.041,-0.0168209,-7.05774e-05,-0.0592327,0.0699402,-0.0362488,-0.00202206
325.041,-0.0183462,0.00018459,-0.0572568,0.067137,-0.0351791,-0.00294196
325.041,-0.0187558,-0.000225383,-0.0564543,0.0665778,-0.0341296,-0.0027468
325.141,-0.0192015,5.78856e-05,-0.0552754,0.0646033,-0.0329048,-0.0031953
325.141,-0.0164451,1.88931e-05,-0.0531767,0.0626826,-0.0312221,-0.00275602
325.141,-0.0196449,-0.00128538,-0.0525402,0.0625146,-0.0302812,-0.00185044
325.241,-0.0190159,-0.0010615,-0.0496536,0.0591034,-0.0294302,-0.00297462
325.241,-0.0177769,0.000365823,-0.051541,0.0591976,-0.0282752,-0.00296585
325.241,-0.0219979,-0.00142166,-0.0480146,0.0567733,-0.0274294,-0.00180045
325.341,-0.0178344,-0.000497706,-0.0484172,0.0565695,-0.0258164,-0.0023973
325.341,-0.0138688,0.00122269,-0.0497592,0.056227,-0.0245463,-0.0020376
325.341,-0.0137387,0.00161872,-0.0511468,0.0574828,-0.0238114,-0.00128367
325.441,-0.0139915,0.000762672,-0.0479833,0.0546216,-0.0224628,-0.00215151
325.441,-0.0139236,0.000572138,-0.0461856,0.0526021,-0.0215944,-0.00210188
325.441,-0.0140364,0.000545945,-0.0453904,0.0516058,-0.0208798,-0.00161935
325.541,-0.0157361,0.000106639,-0.0500213,0.0557797,-0.0194137,-0.000458737
325.541,-0.0136292,0.000903028,-0.0454788,0.0508297,-0.0193207,-0.00185591
325.541,-0.0181331,-0.000459088,-0.0431123,0.0492638,-0.0188116,-0.00152674
325.641,-0.0127161,0.00176922,-0.045917,0.0498866,-0.0172087,-0.00159571
325.641,-0.0115573,0.00083471,-0.0407383,0.0454925,-0.0165804,-0.001622
325.641,-0.0152817,0.00039033,-0.0400147,0.0447731,-0.0164627,-0.00231742
325.741,-0.0138347,9.33097e-05,-0.0398457,0.0449224,-0.0154657,-0.00209073
325.741,-0.0120397,0.00103379,-0.0408686,0.0447546,-0.0147459,-0.00155705
325.741,-0.0118904,0.0007298,-0.0397305,0.0439012,-0.0134277,-0.000788322
325.841,-0.0108716,0.00114134,-0.0390922,0.0426883,-0.0132764,-0.00161002
325.841,-0.0110201,0.00102749,-0.0381435,0.0416302,-0.012553,-0.00116435
325.841,-0.00786524,0.00132172,-0.0396672,0.0429075,-0.0112542,-0.00108684
325.941,-0.0121206,0.0017865,-0.0413885,0.0443996,-0.0109317,-0.00223625
325.941,-0.0120002,0.000614622,-0.0354126,0.0385705,-0.0111769,-0.00157839
325.941,-0.00986145,0.00180698,-0.0375648,0.0395713,-0.0102925,-0.00129996
326.041,-0.00759437,0.00154231,-0.0386534,0.0409343,-0.00899256,-0.000894832
326.041,-0.00984716,0.00286836,-0.0414899,0.0430554,-0.00921431,-0.000624113
326.041,-0.00680636,0.00112213,-0.0349982,0.0376193,-0.00818315,-0.000712636
326.141,-0.00680104,0.00116297,-0.0350447,0.0376237,-0.00818369,-0.000706199
326.141,-0.0117758,-0.000130751,-0.0303004,0.0333776,-0.00811865,-0.000780632
326.141,-0.0127435,0.000546954,-0.0300088,0.0321728,-0.00833117,-0.00236914
326.241,-0.00945553,0.000541304,-0.029656,0.0321127,-0.00739788,-0.00154308
326.241,-0.00533793,0.000606527,-0.0306831,0.0333502,-0.00615944,-0.000521661
326.241,-0.0119825,-0.00123893,-0.026609,0.0303798,-0.00653311,-0.000379978
326.341,-0.00866931,0.00124272,-0.0297959,0.030962,-0.00618171,-0.00145048
326.341,-0.0060895,0.00060855,-0.0304425,0.0323698,-0.00521363,-0.000740904
326.341,-0.00952092,0.000452986,-0.0273681,0.0288937,-0.005304,-0.00109587
326.441,-0.00979173,9.41083e-05,-0.0271523,0.0291282,-0.00500024,-0.00135108
326.441,-0.00447935,0.000554354,-0.0265948,0.0290013,-0.0039649,-0.000927243
326.441,-0.00955419,-0.000557933,-0.0246002,0.0269376,-0.00444257,-0.0011345
326.541,-0.00789805,0.00161407,-0.0293972,0.0302615,-0.00336198,-0.00128692
326.541,-0.00737429,0.0011006,-0.0259106,0.0266476,-0.00385201,-0.00145112
326.541,-0.00736733,0.00113069,-0.0259464,0.026653,-0.00385215,-0.00144379
326.641,-0.00674112,0.000720291,-0.024524,0.025643,-0.00313686,-0.00143825
326.641,-0.00779555,-0.00020628,-0.0219164,0.0234646,-0.00314765,-0.00129092
326.641,-0.0115935,0.00057742,-0.026924,0.0283011,-0.00286089,-0.00127835
326.741,-0.00634901,0.00182232,-0.0293744,0.0293179,-0.00141177,-0.0016993
326.741,-0.00673357,0.000452572,-0.0224542,0.0234375,-0.00226009,-0.00147313
326.741,-0.0109279,-0.00113507,-0.0195121,0.0215859,-0.00234442,-0.00192958
326.841,-0.00781791,0.000403351,-0.0207685,0.0211142,-0.00223334,-0.00137758
326.841,-0.00979641,-0.00111875,-0.0196308,0.0215245,-0.00193727,-0.000835085
326.841,-0.00481699,0.00199059,-0.0247363,0.0245883,-0.000631154,-0.00139549
326.941,-0.00481684,0.00200574,-0.0247535,0.0245901,-0.00063153,-0.00139526
326.941,-0.00659028,0.00049058,-0.0211106,0.0212648,-0.000905935,-0.0014277
327.041,-0.00768236,-6.38856e-05,-0.019463,0.0202301,-0.000900448,-0.00186698
