Timestamp,error_x0,error_y0,error_x1,error_y1,error_x2,error_y2,error_x3,error_y3,RMSE
322.641,-0.281459,-0.149751,-0.216507,-0.149751,-0.216507,-0.214703,-0.281459,-0.214703,0.311943
322.641,-0.281459,-0.149751,-0.216507,-0.149751,-0.216507,-0.214703,-0.281459,-0.214703,0.311943
322.641,-0.281459,-0.149751,-0.216507,-0.149751,-0.216507,-0.214703,-0.281459,-0.214703,0.311943
322.641,-0.281459,-0.149751,-0.216507,-0.149751,-0.216507,-0.214703,-0.281459,-0.214703,0.311943
322.741,-0.281459,-0.149751,-0.216507,-0.149751,-0.216507,-0.214703,-0.281459,-0.214703,0.311943
322.741,-0.281459,-0.147946,-0.218311,-0.146142,-0.214703,-0.212899,-0.281459,-0.212899,0.310682
322.741,-0.281459,-0.147946,-0.218311,-0.146142,-0.214703,-0.212899,-0.281459,-0.212899,0.310682
322.841,-0.281459,-0.147946,-0.218311,-0.146142,-0.214703,-0.212899,-0.281459,-0.212899,0.310682
322.841,-0.279655,-0.146142,-0.216507,-0.142534,-0.212899,-0.20929,-0.277851,-0.20929,0.306956
322.841,-0.279655,-0.146142,-0.216507,-0.142534,-0.212899,-0.20929,-0.277851,-0.20929,0.306956
322.941,-0.279655,-0.146142,-0.216507,-0.142534,-0.212899,-0.20929,-0.277851,-0.20929,0.306956
322.941,-0.279655,-0.146142,-0.216507,-0.142534,-0.212899,-0.20929,-0.277851,-0.20929,0.306956
322.941,-0.276046,-0.14073,-0.214703,-0.137121,-0.205682,-0.205682,-0.274242,-0.203877,0.300953
323.041,-0.276046,-0.138925,-0.211094,-0.137121,-0.20929,-0.202073,-0.272438,-0.202073,0.299398
323.041,-0.276046,-0.138925,-0.211094,-0.137121,-0.20929,-0.202073,-0.272438,-0.202073,0.299398
323.041,-0.274242,-0.137121,-0.211094,-0.133513,-0.207486,-0.198465,-0.270634,-0.200269,0.296726
323.141,-0.274242,-0.137121,-0.211094,-0.133513,-0.207486,-0.198465,-0.270634,-0.200269,0.296726
323.141,-0.272438,-0.135317,-0.211094,-0.129904,-0.205682,-0.19666,-0.268829,-0.19666,0.294064
323.141,-0.272438,-0.133513,-0.203877,-0.129904,-0.203877,-0.19666,-0.267025,-0.194856,0.291548
323.241,-0.270634,-0.131708,-0.207486,-0.1281,-0.203877,-0.193052,-0.265221,-0.194856,0.290343
323.241,-0.270634,-0.131708,-0.207486,-0.126296,-0.203877,-0.191248,-0.265221,-0.193052,0.289544
323.241,-0.270634,-0.129904,-0.20929,-0.124492,-0.202073,-0.189444,-0.263417,-0.191248,0.288143
323.341,-0.268829,-0.1281,-0.205682,-0.124492,-0.202073,-0.189444,-0.263417,-0.189444,0.286567
