Timestamp,error_x0,error_y0,error_x1,error_y1,error_x2,error_y2,error_x3,error_y3,RMSE
323.041,-0.281459,-0.149751,-0.216507,-0.149751,-0.216507,-0.214703,-0.281459,-0.214703,0.311943
323.041,-0.281459,-0.149751,-0.216507,-0.149751,-0.216507,-0.214703,-0.281459,-0.214703,0.311943
323.141,-0.279655,-0.147946,-0.216507,-0.146142,-0.212899,-0.214703,-0.277851,-0.212899,0.309143
323.141,-0.279655,-0.147946,-0.216507,-0.146142,-0.212899,-0.214703,-0.277851,-0.212899,0.309143
323.241,-0.267025,-0.142534,-0.205682,-0.14073,-0.203877,-0.202073,-0.267025,-0.203877,0.295379
323.241,-0.263417,-0.14073,-0.202073,-0.138925,-0.200269,-0.200269,-0.263417,-0.200269,0.291135
323.241,-0.258004,-0.137121,-0.198465,-0.137121,-0.198465,-0.198465,-0.258004,-0.19666,0.286172
323.341,-0.254396,-0.135317,-0.194856,-0.135317,-0.194856,-0.194856,-0.252591,-0.194856,0.281521
323.341,-0.248983,-0.133513,-0.191248,-0.131708,-0.191248,-0.191248,-0.248983,-0.191248,0.276343
323.341,-0.248983,-0.133513,-0.191248,-0.131708,-0.191248,-0.191248,-0.248983,-0.191248,0.276343
323.441,-0.239962,-0.129904,-0.184031,-0.126296,-0.182227,-0.182227,-0.238158,-0.182227,0.264865
323.441,-0.234549,-0.124492,-0.180422,-0.124492,-0.180422,-0.180422,-0.234549,-0.178618,0.260089
323.441,-0.230941,-0.122687,-0.176814,-0.122687,-0.176814,-0.176814,-0.230941,-0.176814,0.255844
323.541,-0.227332,-0.120883,-0.176814,-0.119079,-0.173206,-0.173206,-0.225528,-0.173206,0.251296
323.541,-0.227332,-0.120883,-0.176814,-0.119079,-0.173206,-0.173206,-0.225528,-0.173206,0.251296
323.541,-0.218311,-0.117275,-0.167793,-0.11547,-0.167793,-0.167793,-0.218311,-0.167793,0.242396
323.641,-0.214703,-0.11547,-0.164184,-0.113666,-0.164184,-0.164184,-0.214703,-0.164184,0.237841
323.641,-0.211094,-0.113666,-0.156968,-0.113666,-0.158772,-0.165989,-0.211094,-0.160576,0.23353
323.641,-0.207486,-0.111862,-0.158772,-0.110058,-0.158772,-0.158772,-0.207486,-0.158772,0.229978
323.741,-0.207486,-0.111862,-0.158772,-0.110058,-0.158772,-0.158772,-0.207486,-0.158772,0.229978
323.741,-0.200269,-0.106449,-0.153359,-0.106449,-0.153359,-0.153359,-0.200269,-0.153359,0.221898
323.741,-0.19666,-0.104645,-0.151555,-0.104645,-0.149751,-0.149751,-0.194856,-0.151555,0.217562
323.741,-0.193052,-0.102841,-0.147946,-0.102841,-0.147946,-0.147946,-0.193052,-0.147946,0.214035
323.841,-0.189444,-0.101037,-0.146142,-0.101037,-0.144338,-0.144338,-0.189444,-0.146142,0.210105
323.841,-0.185835,-0.0992324,-0.142534,-0.0992324,-0.142534,-0.142534,-0.185835,-0.142534,0.206172
323.841,-0.182227,-0.0974281,-0.14073,-0.0974281,-0.14073,-0.14073,-0.182227,-0.14073,0.202865
323.941,-0.180422,-0.0974281,-0.138925,-0.0956239,-0.137121,-0.137121,-0.178618,-0.138925,0.199561
323.941,-0.176814,-0.0938197,-0.135317,-0.0938197,-0.135317,-0.135317,-0.176814,-0.135317,0.195814
323.941,-0.173206,-0.0938197,-0.133513,-0.0920155,-0.133513,-0.133513,-0.173206,-0.133513,0.192725
324.041,-0.171401,-0.0920155,-0.131708,-0.0902112,-0.131708,-0.131708,-0.169597,-0.131708,0.189826
324.041,-0.167793,-0.0902112,-0.131708,-0.088407,-0.1281,-0.129904,-0.167793,-0.1281,0.186617
324.041,-0.167793,-0.0902112,-0.131708,-0.088407,-0.1281,-0.129904,-0.167793,-0.1281,0.186617
324.141,-0.16238,-0.088407,-0.124492,-0.0866028,-0.120883,-0.1281,-0.16238,-0.124492,0.180325
324.141,-0.158772,-0.0866028,-0.120883,-0.0847986,-0.120883,-0.122687,-0.158772,-0.122687,0.176379
324.241,-0.155163,-0.0847986,-0.119079,-0.0829943,-0.11547,-0.124492,-0.155163,-0.120883,0.1731
324.241,-0.153359,-0.0829943,-0.119079,-0.0811901,-0.11547,-0.120883,-0.151555,-0.119079,0.170494
324.241,-0.153359,-0.0829943,-0.119079,-0.0811901,-0.11547,-0.120883,-0.151555,-0.119079,0.170494
324.341,-0.146142,-0.0793859,-0.111862,-0.0793859,-0.111862,-0.11547,-0.146142,-0.11547,0.163564
324.341,-0.144338,-0.0811901,-0.111862,-0.0775817,-0.108253,-0.111862,-0.142534,-0.113666,0.160799
