Timestamp,error_x0,error_y0,error_x1,error_y1,error_x2,error_y2,error_x3,error_y3,RMSE
322.841,-0.281459,-0.149751,-0.216507,-0.149751,-0.216507,-0.214703,-0.281459,-0.214703,0.311943
322.841,-0.281459,-0.149751,-0.216507,-0.149751,-0.216507,-0.214703,-0.281459,-0.214703,0.311943
322.841,-0.281459,-0.149751,-0.216507,-0.149751,-0.216507,-0.214703,-0.281459,-0.214703,0.311943
322.841,-0.281459,-0.149751,-0.216507,-0.149751,-0.216507,-0.214703,-0.281459,-0.214703,0.311943
322.941,-0.279655,-0.146142,-0.214703,-0.146142,-0.214703,-0.211094,-0.279655,-0.211094,0.308401
322.941,-0.277851,-0.144338,-0.212899,-0.14073,-0.211094,-0.207486,-0.276046,-0.207486,0.30415
322.941,-0.276046,-0.14073,-0.211094,-0.138925,-0.20929,-0.203877,-0.274242,-0.203877,0.300837
323.041,-0.276046,-0.14073,-0.211094,-0.138925,-0.20929,-0.203877,-0.274242,-0.203877,0.300837
323.041,-0.272438,-0.135317,-0.207486,-0.131708,-0.205682,-0.19666,-0.268829,-0.19666,0.293622
323.041,-0.272438,-0.135317,-0.207486,-0.131708,-0.205682,-0.19666,-0.268829,-0.19666,0.293622
323.141,-0.272438,-0.135317,-0.207486,-0.131708,-0.205682,-0.19666,-0.268829,-0.19666,0.293622
323.141,-0.265221,-0.126296,-0.203877,-0.122687,-0.198465,-0.185835,-0.259808,-0.185835,0.282342
323.141,-0.263417,-0.122687,-0.19666,-0.119079,-0.19666,-0.182227,-0.2562,-0.184031,0.277796
323.241,-0.261613,-0.120883,-0.200269,-0.11547,-0.194856,-0.178618,-0.254396,-0.180422,0.275517
323.241,-0.259808,-0.117275,-0.198465,-0.111862,-0.193052,-0.17501,-0.250787,-0.176814,0.271666
323.241,-0.258004,-0.113666,-0.19666,-0.108253,-0.191248,-0.171401,-0.248983,-0.173206,0.268248
323.341,-0.2562,-0.111862,-0.194856,-0.104645,-0.189444,-0.167793,-0.247179,-0.169597,0.265035
323.341,-0.254396,-0.108253,-0.193052,-0.101037,-0.187639,-0.164184,-0.24357,-0.165989,0.261227
