Timestamp,error_x0,error_y0,error_x1,error_y1,error_x2,error_y2,error_x3,error_y3,RMSE
322.641,-0.281459,-0.149751,-0.216507,-0.149751,-0.216507,-0.214703,-0.281459,-0.214703,0.311943
322.641,-0.281459,-0.149751,-0.216507,-0.149751,-0.216507,-0.214703,-0.281459,-0.214703,0.311943
322.741,-0.281459,-0.149751,-0.216507,-0.149751,-0.216507,-0.214703,-0.281459,-0.214703,0.311943
322.741,-0.281459,-0.149751,-0.216507,-0.147946,-0.216507,-0.214703,-0.281459,-0.214703,0.311728
322.841,-0.279655,-0.146142,-0.214703,-0.144338,-0.212899,-0.211094,-0.277851,-0.211094,0.307467
322.841,-0.277851,-0.144338,-0.212899,-0.142534,-0.211094,-0.207486,-0.276046,-0.207486,0.30436
322.841,-0.276046,-0.14073,-0.211094,-0.138925,-0.20929,-0.203877,-0.272438,-0.203877,0.300426
322.841,-0.272438,-0.137121,-0.20929,-0.135317,-0.205682,-0.202073,-0.270634,-0.200269,0.29649
322.941,-0.270634,-0.133513,-0.207486,-0.131708,-0.203877,-0.198465,-0.267025,-0.19666,0.292574
322.941,-0.268829,-0.131708,-0.205682,-0.1281,-0.202073,-0.19666,-0.265221,-0.193052,0.289591
322.941,-0.267025,-0.1281,-0.203877,-0.124492,-0.200269,-0.189444,-0.261613,-0.189444,0.285089
323.041,-0.265221,-0.126296,-0.203877,-0.120883,-0.198465,-0.185835,-0.259808,-0.185835,0.282148
323.041,-0.263417,-0.122687,-0.200269,-0.119079,-0.19666,-0.182227,-0.2562,-0.182227,0.278143
323.041,-0.261613,-0.119079,-0.194856,-0.11547,-0.194856,-0.178618,-0.254396,-0.178618,0.274052
323.141,-0.259808,-0.117275,-0.200269,-0.110058,-0.193052,-0.17501,-0.245375,-0.180422,0.27117
323.141,-0.258004,-0.113666,-0.198465,-0.106449,-0.191248,-0.171401,-0.248983,-0.171401,0.26811
323.141,-0.2562,-0.113666,-0.194856,-0.104645,-0.187639,-0.164184,-0.245375,-0.169597,0.26392
323.241,-0.254396,-0.108253,-0.193052,-0.101037,-0.185835,-0.16238,-0.24357,-0.165989,0.260621
323.241,-0.252591,-0.106449,-0.191248,-0.0974281,-0.184031,-0.158772,-0.239962,-0.16238,0.257015
323.241,-0.250787,-0.102841,-0.191248,-0.0938197,-0.182227,-0.155163,-0.238158,-0.158772,0.253997
323.341,-0.248983,-0.0992324,-0.189444,-0.0902112,-0.180422,-0.153359,-0.236353,-0.155163,0.250936
323.341,-0.247179,-0.0974281,-0.187639,-0.0866028,-0.178618,-0.149751,-0.234549,-0.151555,0.247795
323.341,-0.245375,-0.0938197,-0.185835,-0.0829943,-0.176814,-0.146142,-0.230941,-0.147946,0.244068
